method,component,ic_variance,ic_std,excess_kurtosis,abs_excess_kurtosis,robust_peak_density,max_abs_robust_z,lag1_autocorr,lag5_autocorr,lag10_autocorr,window_variance_ratio,zero_crossing_rate,spectral_total_power,peak_freq_hz,low_freq_power_ratio,high_freq_power_ratio,spectral_entropy,narrowband_ratio,loading_l1,loading_l2,loading_hoyer_sparsity,max_median_loading_ratio,strong_loading_fraction,behavior_corr_angle,behavior_corr_vigor,behavior_corr_bout_state,max_abs_behavior_corr,artifact_score,protect_score,artifact_flags,protect_flags,recommendation,mean_abs_delta,rms_delta,reference_corr_full,reference_corr_removed,variance_ratio_median_removed,reference_corr_delta,behavior_corr_full_angle,behavior_corr_removed_angle,behavior_corr_delta_angle,behavior_corr_full_vigor,behavior_corr_removed_vigor,behavior_corr_delta_vigor,behavior_corr_full_bout_state,behavior_corr_removed_bout_state,behavior_corr_delta_bout_state
infomax,4,0.9996851385390433,0.9998425568753528,8.023262021518823,8.023262021518823,0.04061712846347607,13.260371671522142,0.9784561876821495,0.918818141551032,0.8290393932480042,10.26405245222192,0.07748031496062992,29.31127204686536,0.021184800000000004,0.9626248929241971,0.0,0.46868375231784787,920.4122183411316,253.51173546957924,18.41908867265799,0.5449993046587607,46.283530939294,0.11255924170616113,0.03973792006525236,-0.029040383489718578,-0.018875552771241266,0.03973792006525236,0.8958333333333334,0.6833333333333335,bursty;heavy_tailed;nonstationary;concentrated_loading,slow_calcium_band;autocorrelated,review,0.1842421852445822,0.6339113580647899,0.9764961830703764,0.9734068553691407,0.5350506357205715,-0.003089327701235711,-0.0005861074333870175,-0.0058928504272478715,0.0053067429938608544,-0.03582119634826227,-0.03226422003122651,-0.003556976317035762,-0.052548756258276964,-0.05049610945114737,-0.0020526468071295975
infomax,9,0.9996851385390425,0.9998425568753525,10.703117117016019,10.703117117016019,0.004722921914357683,12.367232228659576,0.955856667843933,0.8429539135604303,0.7440677468168929,5.600810297792573,0.1247244094488189,29.39782690170178,0.021184800000000004,0.9325832795311991,0.0,0.5317837495398487,540.1947246791589,184.37191131130982,12.022065556932043,0.48893874077933247,39.612622952432226,0.10545023696682465,0.07744032273872616,0.02728889030657628,0.02926078155768729,0.07744032273872616,0.8208333333333334,0.5666666666666665,heavy_tailed;nonstationary;concentrated_loading,slow_calcium_band;autocorrelated,review,0.14635433234645426,0.4137514097128767,0.9764961830703764,0.9751812887423719,0.5467433717869324,-0.0013148943280045788,-0.0005861074333870175,0.003992526399131475,0.0034064189657444575,-0.03582119634826227,-0.034269972663868685,-0.0015512236843935878,-0.052548756258276964,-0.0509101441135398,-0.0016386121447371643
infomax,8,0.9996851385390415,0.999842556875352,1.965765629476702,1.965765629476702,0.0012594458438287153,6.612145206379417,0.968942991502037,0.9007570354624655,0.8578630163721597,8.932494139606879,0.09984251968503936,20.669233486747345,0.021184800000000004,0.9214326300458904,0.0,0.5055563372252189,571.0258863845547,208.25305569232455,13.346435159479157,0.479402037591213,36.36804742760974,0.14336492890995262,-0.03551454915947975,-0.12700599197375972,-0.10656206360295185,0.12700599197375972,0.7708333333333334,0.7333333333333334,nonstationary;concentrated_loading,slow_calcium_band;autocorrelated,review,0.1771358807683361,0.4593309141199866,0.9764961830703764,0.9748753760535659,0.536920336038146,-0.0016208070168105548,-0.0005861074333870175,0.002239003199841769,0.0016528957664547514,-0.03582119634826227,-0.02582480211994121,-0.009996394228321062,-0.052548756258276964,-0.04423261323898683,-0.008316143019290137
infomax,7,0.9996851385390411,0.9998425568753517,4.126093519395352,4.126093519395352,0.0006297229219143577,6.390808720248439,0.9600301200209709,0.8604112264219118,0.7475388674297995,3.1951915678060026,0.0894488188976378,32.84927882591299,0.021184800000000004,0.9394472196977545,0.0,0.5126444122514908,473.0943871930325,239.44698073044555,13.821305590818671,0.41805679320090133,23.455561549369204,0.10071090047393365,-0.06777046667701402,-0.12377745453079446,-0.11076940988633444,0.12377745453079446,0.7041666666666666,0.7333333333333334,concentrated_loading,slow_calcium_band;autocorrelated,review,0.21197210350920648,0.47567405494443454,0.9764961830703764,0.9747578818490521,0.5431269175915756,-0.0017383012213243454,-0.0005861074333870175,-0.0019281118446010494,0.001342004411214032,-0.03582119634826227,-0.03827907391324736,0.0024578775649850906,-0.052548756258276964,-0.05475234674057134,0.0022035904822943764
infomax,5,0.9996851385390433,0.9998425568753528,3.263480868995231,3.263480868995231,0.002204030226700252,6.498741701174536,0.9288952144042791,0.7200407487205258,0.7340551754342199,2.2617115691684133,0.14015748031496064,33.74959444046929,0.021184800000000004,0.8530810155212925,0.0,0.5993265438943121,310.1512113245878,274.0350023496385,15.139938631248276,0.39040582469477214,15.556770249674768,0.08886255924170616,-0.010614532250931341,-0.11927949761610318,-0.11874966709127198,0.11927949761610318,0.6208333333333335,0.5166666666666667,concentrated_loading,slow_calcium_band;autocorrelated,review,0.24100195193558258,0.5210561298289905,0.9764961830703764,0.974409999302613,0.5236685832721767,-0.002086183767763483,-0.0005861074333870175,-0.00022788603152972692,-0.00035822140185729054,-0.03582119634826227,-0.03181240224806164,-0.0040087941002006355,-0.052548756258276964,-0.04856740059461464,-0.003981355663662325
infomax,18,0.9996851385390434,0.999842556875353,3.742287058286821,3.742287058286821,0.0009445843828715365,10.631552153904794,0.7178212257796582,0.6128721645904913,0.5890773483868186,2.1557530334254627,0.2566929133858268,31.279695222443806,0.021184800000000004,0.5940139540301165,0.0,0.7924379873292562,50.38122430435854,134.97386623607335,7.3448432156480825,0.3805474164525872,19.330341249715424,0.07938388625592417,0.029325617161720993,0.1692096614367556,0.13323719220511637,0.1692096614367556,0.5708333333333334,0.4166666666666667,concentrated_loading,autocorrelated,review,0.11921988113213951,0.25278012502952724,0.9764961830703764,0.9760055979881087,0.5479930706457412,-0.000490585082267736,-0.0005861074333870175,-0.0005085370994263889,-7.757033396062858e-05,-0.03582119634826227,-0.03537372676279106,-0.00044746958547121213,-0.052548756258276964,-0.052196499892127664,-0.00035225636614930056
infomax,12,0.9996851385390421,0.9998425568753523,1.7721300178763517,1.7721300178763517,0.0,5.22681906975463,0.8931868548048978,0.7647097819065751,0.6984881523808271,2.33759513776288,0.16755905511811023,38.6768369344039,0.021184800000000004,0.8731827034670574,0.0,0.580975322041974,240.68344052884603,157.3916921649576,9.125973418811704,0.4208344765682558,25.930956041211843,0.10900473933649289,-0.06631820556530738,0.029695760577287136,0.007942717919341452,0.06631820556530738,0.5625,0.38333333333333336,concentrated_loading,slow_calcium_band;autocorrelated,review,0.14003073187360754,0.31407950232465426,0.9764961830703764,0.9757387102651852,0.546107758570249,-0.0007574728051912283,-0.0005861074333870175,-0.00279840319286523,0.0022122957594782125,-0.03582119634826227,-0.034850647024679174,-0.0009705493235830989,-0.052548756258276964,-0.0523130573937953,-0.00023569886448166627
infomax,6,0.9996851385390417,0.9998425568753521,1.9879863054507991,1.9879863054507991,0.0,5.471298121869654,0.9589077453546084,0.8828606854982131,0.8109062614567182,6.3294494709247715,0.095748031496063,36.78054512737233,0.021184800000000004,0.943968381212541,0.0,0.45769237780659605,669.0842567651813,264.7443183505286,14.129462941962043,0.36770127020331533,14.032992272670867,0.08886255924170616,-0.07999567307325581,-0.0921239613331719,-0.07892017787185884,0.0921239613331719,0.5958333333333333,0.65,nonstationary;concentrated_loading,slow_calcium_band;autocorrelated,keep,0.23393861395979856,0.4862795983799749,0.9764961830703764,0.9746794309853924,0.543030737196696,-0.0018167520849839969,-0.0005861074333870175,0.003118775483759671,0.0025326680503726536,-0.03582119634826227,-0.03159229538259883,-0.004228900965663446,-0.052548756258276964,-0.048949409307127656,-0.0035993469511493084
infomax,3,0.9996851385390421,0.9998425568753523,0.7038677636064246,0.7038677636064246,0.0,4.248137596578022,0.9773827524157669,0.9105585132737231,0.8305886759477465,2.2396714974521563,0.051023622047244095,41.21864796842391,0.021184800000000004,0.9722790050419504,0.0,0.3950391571936627,1621.6601220704908,370.05448997193787,19.92483316778644,0.37356594713081964,14.579034127125283,0.0971563981042654,0.05310400868880748,-0.07286423594534058,-0.0676468395555082,0.07286423594534058,0.5291666666666667,0.7000000000000001,concentrated_loading,slow_calcium_band;autocorrelated,keep,0.3526540687209013,0.6857330607976921,0.9764961830703764,0.9728801331330634,0.510989367014479,-0.003616049937313015,-0.0005861074333870175,-0.007161796546509299,0.0065756891131222815,-0.03582119634826227,-0.027078007586312396,-0.008743188761949877,-0.052548756258276964,-0.04457876202260012,-0.007969994235676847
infomax,13,0.9996851385390424,0.9998425568753524,0.9731191734845592,0.9731191734845592,0.00031486146095717883,6.308369496128609,0.8014661532610282,0.5898973194868729,0.5431148221473673,2.3661754512452937,0.19779527559055118,43.21564874550738,0.021184800000000004,0.7694240800821172,0.0,0.6921589727900846,111.33644505574492,165.07663591423508,8.60345814659538,0.35165225335030154,14.279030703948912,0.09123222748815166,-0.06630183839039784,-0.22087347849334146,-0.17332975796735764,0.22087347849334146,0.5125000000000001,0.5333333333333333,concentrated_loading,behavior_link;slow_calcium_band;autocorrelated,keep,0.15090129030217592,0.29609661665062353,0.9764961830703764,0.9758229956414654,0.5463941676979907,-0.0006731874289110928,-0.0005861074333870175,0.0028661142261809077,0.0022800067927938902,-0.03582119634826227,-0.02436659842682122,-0.011454597921441052,-0.052548756258276964,-0.0435929171018275,-0.008955839156449465
