method,component,ic_variance,ic_std,excess_kurtosis,abs_excess_kurtosis,robust_peak_density,max_abs_robust_z,lag1_autocorr,lag5_autocorr,lag10_autocorr,window_variance_ratio,zero_crossing_rate,spectral_total_power,peak_freq_hz,low_freq_power_ratio,high_freq_power_ratio,spectral_entropy,narrowband_ratio,loading_l1,loading_l2,loading_hoyer_sparsity,max_median_loading_ratio,strong_loading_fraction,behavior_corr_angle,behavior_corr_vigor,behavior_corr_bout_state,max_abs_behavior_corr
fastica,0,1.0,1.0,4.466626502433178,4.466626502433178,0.004722921914357683,7.096199109510285,0.7473217975501967,0.6176938873936031,0.5509307821562092,3.863081651189726,0.29606299212598425,45.60313438348361,0.021184800000000004,0.7563631207481175,0.0,0.6848108638008618,102.75941717657237,135.04592476898836,7.7576339392346885,0.41507480854061085,22.3573734845508,0.12203791469194313,0.10011918008858767,0.10643738974871492,0.1116517902398823,0.1116517902398823
fastica,1,1.0,1.0,2.756880487957517,2.756880487957517,0.0012594458438287153,8.102968517794952,0.3325086630240509,0.13937224017818364,0.10970699480539801,2.196050824950967,0.382992125984252,45.12400598860309,0.04236960000000001,0.4017810633340546,0.0,0.9512308480352377,9.430425052631495,81.81928881421062,6.191994604252692,0.5645992760935554,78.17458627578014,0.07819905213270142,0.019781108025985348,-0.011796340548456585,-0.005322048042087206,0.019781108025985348
fastica,2,1.0000000000000002,1.0,4.631540147793166,4.631540147793166,0.004093198992443325,7.295824217077515,0.6454766389371344,0.598162483032254,0.5501261531884845,3.545129829057892,0.3382677165354331,37.91352371684834,0.021184800000000004,0.6239118530902332,0.0,0.7696651433396379,60.60517045829683,287.3185452302522,14.903956464297556,0.348416704167484,13.959627447611794,0.0971563981042654,-0.020777739266368195,-0.009097390384678163,0.0051443410320419335,0.020777739266368195
fastica,3,1.0000000000000002,1.0,6.5125796294065434,6.5125796294065434,0.004408060453400504,9.261513974089777,0.659910044978053,0.564650638750385,0.5008871839162174,3.182619771995867,0.3247244094488189,42.36026698756853,0.021184800000000004,0.6800358097014273,0.0,0.7449626050028638,61.00452070069671,176.86496732137272,10.430646184587658,0.4311826583309278,24.39940580487331,0.07938388625592417,-0.08433626746605122,0.002239700128941719,0.0034952934034961193,0.08433626746605122
fastica,4,0.9999999999999997,0.9999999999999998,31.977583985000074,31.977583985000074,0.01920654911838791,19.80996240491994,0.8683750542734858,0.826006488843689,0.7721442341740365,16.799880784542022,0.31181102362204727,32.790535484428105,0.021184800000000004,0.8429605626545661,0.0,0.5398571785303168,195.62353052704898,331.6059772457661,18.096392733335968,0.3824104155224704,16.615498034416582,0.10545023696682465,-0.018501644024981893,0.03167371104802209,0.013815139069131593,0.03167371104802209
fastica,5,0.9999999999999999,0.9999999999999999,7.646654140563246,7.646654140563246,0.014798488664987406,8.728543063687836,0.7837118579683862,0.7452821429402774,0.6979128830495572,6.715065582807535,0.2963779527559055,37.25574361462292,0.021184800000000004,0.7667908450911879,0.0,0.6344301202551762,117.65420051756674,222.52031812963656,10.700558632020119,0.2943307826357491,10.166243467301474,0.07819905213270142,-0.04426963695438852,0.009685094217018153,0.003928666787926717,0.04426963695438852
fastica,6,1.0,1.0,39.96723431522601,39.96723431522601,0.015743073047858942,23.337868484688478,0.7914253928013693,0.7067460986284615,0.627945231165614,13.261978537511306,0.351496062992126,43.017830989629175,0.021184800000000004,0.7635567892676997,0.0,0.6535195939614302,100.01333512472264,179.68280617910008,11.536678420997404,0.4804262076858518,29.82591783456495,0.13270142180094788,-0.01345157580396458,-0.011286793469234573,-0.010698761715887935,0.01345157580396458
fastica,7,1.0,1.0,94.39396056104019,94.39396056104019,0.011335012594458438,36.010472462140584,0.9100994837398496,0.8627731743412494,0.7917856646184849,18.239613328424262,0.2683464566929134,12.791913343936743,0.021184800000000004,0.7295572117176797,0.0,0.7120520878414479,77.50828595817461,295.51164364455883,17.42029512472864,0.4309202615009752,25.197265326394295,0.09360189573459715,-0.0676080344716841,-0.03837140015089556,-0.03553340882712547,0.0676080344716841
fastica,8,1.0000000000000002,1.0,0.8200986693888397,0.8200986693888397,0.00031486146095717883,6.701889516379784,-0.007445213445769149,0.1702551327671177,0.05260876307733429,1.193132018462221,0.5080314960629921,46.090352521070905,1.1651640000000003,0.20487468162186873,0.0,0.9583461754998966,6.184503879521148,119.35151193890934,6.288091462952841,0.3590200818308782,16.017005089174987,0.07109004739336493,-0.012408539923547401,0.008214633001690858,0.008605066837601674,0.012408539923547401
fastica,9,1.0,1.0,10.640759478871024,10.640759478871024,0.01102015113350126,9.611593907584343,0.7339241864812812,0.6956857736123592,0.6552213144211387,5.8758858963236165,0.3278740157480315,34.68146004515401,0.021184800000000004,0.6987348241568093,0.0,0.7070159924324794,85.21665277732572,155.3774541334642,7.998900130186971,0.3431818122641435,13.73840100017229,0.10545023696682465,-0.07137485523428726,-0.009289757538722082,-0.01875182487140365,0.07137485523428726
fastica,10,1.0,1.0,26.259666278167728,26.259666278167728,0.015113350125944584,15.565198102004967,0.841255793520686,0.7774987289958455,0.6874542149467627,8.797763351118665,0.29543307086614173,40.53320684417331,0.04236960000000001,0.8432089706691064,0.0,0.5789268527629424,167.46967944268272,305.211468435415,17.730465866134697,0.42199691359453756,21.945817029957055,0.0995260663507109,0.0011933617846117373,-0.05002736248036113,-0.03982451190253522,0.05002736248036113
fastica,11,1.0,1.0,8.580594416101349,8.580594416101349,0.019836272040302267,10.134093425268347,0.83599123518706,0.7950285202114102,0.7429595743180526,6.190237331388968,0.3111811023622047,30.13953527717184,0.021184800000000004,0.7940108065078885,0.0,0.5962319376940899,168.09730914916338,278.0399270483736,16.284721730515006,0.4269979990336987,25.98041566645038,0.1481042654028436,0.02876663041528274,0.03437657280558088,0.02434759864147635,0.03437657280558088
fastica,12,1.0000000000000002,1.0,15.336436873507846,15.336436873507846,0.012594458438287154,11.631148322107089,0.8357606396996706,0.7917941423667032,0.7225198935212414,8.130742425579706,0.2620472440944882,33.788056905026785,0.021184800000000004,0.8075085202301041,0.0,0.6209087609998886,118.4363916625647,171.65266449090257,9.210025197435543,0.3712465628103728,19.9808350128952,0.07345971563981042,0.021807293805087037,0.03292814310921559,0.026004344528549973,0.03292814310921559
fastica,13,1.0,1.0,18.825208020312587,18.825208020312587,0.020780856423173802,13.753113660937014,0.8829196163344072,0.8386696690011051,0.7890981696000785,9.144969415406168,0.26393700787401575,30.335032462712427,0.021184800000000004,0.8420116254311113,0.0,0.5248405803415318,268.7471662316716,216.81750549114435,12.30539587853272,0.4075324179352599,22.720225788428937,0.11611374407582939,-0.021817188218360616,0.051036787161500556,0.05550265018755485,0.05550265018755485
fastica,14,0.9999999999999999,0.9999999999999999,17.313748766138453,17.313748766138453,0.020151133501259445,12.693357553141801,0.8459045663234495,0.8070658699428416,0.7418036560910042,10.345484606051366,0.30015748031496065,35.57797663107583,0.021184800000000004,0.8238323011636614,0.0,0.5481781472089888,206.7601270479615,277.34302688651155,15.352737073955947,0.39166817621390243,15.881192318839734,0.11848341232227488,-0.002495741889822997,0.016360635254164358,0.03019279984706847,0.03019279984706847
fastica,15,1.0,1.0,46.08484333853903,46.08484333853903,0.010705289672544081,20.44634347027837,0.7874365916197397,0.6851817049947343,0.5939451414437231,9.126703595709987,0.35590551181102364,36.978642973249805,0.021184800000000004,0.7713651725584824,0.0,0.6685060718346736,123.84528414915282,195.73903058861328,11.593287373355977,0.43376561819462833,29.004810118904707,0.13033175355450238,0.009542560262972554,0.06423902143991451,0.06421313600495324,0.06423902143991451
