target,task,comparison,train_version,test_version,fold,n_train,n_test,r2,pearson,spearman,rmse,nrmse,balanced_accuracy,macro_f1,roc_auc
tail_vigor,regression,within,infomax/keep_top_06/cleaned_infomax_220127_F4_run2_fluorescence,infomax/keep_top_06/cleaned_infomax_220127_F4_run2_fluorescence,3,2533,635,-1.3284846361427722,0.3072841364297049,0.26477390619026686,1.6581814358520017,1.5259372975790233,,,
tail_vigor,regression,within,infomax/keep_top_06/cleaned_infomax_220127_F4_run2_fluorescence,infomax/keep_top_06/cleaned_infomax_220127_F4_run2_fluorescence,4,2536,635,-1.9065343529452514,0.2593474132384151,0.2829083978603247,1.6288280293860642,1.7048561091614893,,,
tail_vigor,regression,within,jade/keep_top_01/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_01/cleaned_jade_220127_F4_run2_fluorescence,0,2536,635,-1.1665762518195173,0.0778883987564987,0.109305502012265,1.5253534152230783,1.4719294316710692,,,
tail_vigor,regression,within,jade/keep_top_01/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_01/cleaned_jade_220127_F4_run2_fluorescence,1,2533,635,-0.5812988206671252,0.018318530339030113,0.048708004103000746,1.4060838469287842,1.257497045987435,,,
tail_vigor,regression,within,jade/keep_top_01/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_01/cleaned_jade_220127_F4_run2_fluorescence,2,2534,634,-0.5350843769180953,0.02194898515843271,0.047112037446924625,1.2276140448293555,1.2389852206213339,,,
tail_vigor,regression,within,jade/keep_top_01/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_01/cleaned_jade_220127_F4_run2_fluorescence,3,2533,635,-0.5532090333801973,0.07034506784865789,0.09493684044944269,1.3542857669178578,1.2462780722536193,,,
tail_vigor,regression,within,jade/keep_top_01/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_01/cleaned_jade_220127_F4_run2_fluorescence,4,2536,635,-0.23645287421482575,0.05778103195487598,0.07528614694217588,1.0623711986022426,1.1119590254208227,,,
tail_vigor,regression,within,jade/keep_top_02/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_02/cleaned_jade_220127_F4_run2_fluorescence,0,2536,635,-1.2180498419413066,0.10329125946336362,0.1258278064971549,1.5433667512961569,1.4893118685961333,,,
tail_vigor,regression,within,jade/keep_top_02/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_02/cleaned_jade_220127_F4_run2_fluorescence,1,2533,635,-1.2220003523687484,0.02846995751894065,0.022487606433376682,1.6667724266134702,1.490637565731103,,,
tail_vigor,regression,within,jade/keep_top_02/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_02/cleaned_jade_220127_F4_run2_fluorescence,2,2534,634,-0.5813893475274681,0.10506489845429687,0.11423005053797412,1.2459916361026078,1.257533040332328,,,
tail_vigor,regression,within,jade/keep_top_02/cleaned_jade_220127_F4_run2_fluorescence,jade/keep_top_02/cleaned_jade_220127_F4_run2_fluorescence,3,2533,635,-0.7110540492436177,0.07087767166550839,0.07421987171866475,1.4214357189322582,1.3080726467760182,,,
